,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,,,,Overall Rankings,,,,,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Scott Matlock,,0,RB,FB1,4000,LAC,@ NE,14,23.75,0.9,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
JaMycal Hasty,,0,RB,RB3,4000,NE,vs LAC,16,17.75,4.8,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,2.81,11.14,0.09,1.79,1.4,8.74,0.05,,,,,,,
Ronnie Rivers,,0,RB,RB3,4000,LAR,vs ARI,24,27.25,2.4,2.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,3.19,12.56,,0.69,0.69,3.19,,,,,,,,
Michael Burton,,0,RB,FB1,4000,DEN,@ CIN,27,23.25,2.3,0.7,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Trayveon Williams,,0,RB,RB3,4000,CIN,vs DEN,3,26.75,2.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,1.68,8.3,,0.51,0.41,2,,,,,,,,
Kyle Juszczyk,,0,RB,FB1,4000,SF,vs DET,10,23.5,3.8,3.9,3.2,0,0,0,0,0,0,0,0,0,2.49,0.0809,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,17,0,0,,,,,,,,,,,,,,,,,,,,,,
Sione Vaki,,0,RB,RB3,4000,DET,@ SF,22,27,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,0.75,1.75,,0.38,0.38,4.63,,,,,,,,
Josh Johnson,,0,QB,QB2,4000,BAL,@ HOU,22,26.75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,33,33,0,100,,85,47,283,283,0,0,0.64,0.2,13.67,9.33,103.67,0.33,0.67,0.83,48.55,2.17,4.83,,,,,,,,,,,,
Davis Mills,,0,QB,QB2,4000,HOU,vs BAL,9,20.25,8.5,3.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,33,33,0,100,,88,47,283,283,27,0,0.2,0.1,26.43,16.57,172.4,0.71,1.86,1,78.73,1.49,4.6,0.06,,,,,,,,,,,
Kyle Allen,,0,QB,QB2,4000,PIT,vs KC,13,22.25,8.7,-0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,16,0,0,,23.5,14.73,158.43,0.7,2,0.87,72.9,2.17,5.4,0.13,,,,,,,,,,,
Patrick Ricard,,0,RB,FB1,4000,BAL,@ HOU,15,26.75,2.4,2.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Dare Ogunbowale,,0,RB,RB3,4000,HOU,vs BAL,8,20.25,4.1,1.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,63,63,0,100,,68,47,283,283,0,0,2.8,0.7,,,,,,,,2.08,7.18,0.05,1.85,1.23,9.51,0.03,,,,,,,
Samaje Perine,,0,RB,RB3,4000,KC,@ PIT,21,23.75,6.1,7.3,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,63,63,0,100,,57,47,283,283,9,0,4.9,1.2,,,,,,,,5.07,20.61,0.1,2.28,1.91,16.09,0.08,,,,,,,
Carson Steele,,0,RB,RB4,4000,KC,@ PIT,21,23.75,2.1,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,4,13.17,,0.75,0.42,2,,,,,,,,
Mitchell Trubisky,,0,QB,QB2,4000,BUF,vs NYJ,8,27.75,9.9,10.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,24,0,0,,25.35,16.26,169.53,0.65,1.74,0.97,80.91,3.36,15.73,0.18,,,,,,,,,,,
Sam Ehlinger,,0,QB,QB2,4000,IND,@ NYG,6,24,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,3,0,0,,14.43,9.14,81.86,0.43,2,0.43,45.71,2.86,13.71,,,,,,,,,,,,
Skylar Thompson,,0,QB,QB2,4000,MIA,@ CLE,17,18.25,2.8,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,18,0,0,,15.33,9,80.11,0.33,0.67,0.11,17.34,1.67,2.78,,,,,,,,,,,,
Jack Plummer,,0,QB,QB3,4000,CAR,@ TB,31,19.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,16,31,33,33,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Michael Pratt,,0,QB,QB3,4000,TB,vs CAR,18,28.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,16,31,33,33,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Tyson Bagent,,0,QB,QB2,4000,CHI,vs SEA,24,19,7,12.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,0,0,0,,16.11,10.67,96.67,0.67,0.56,0.33,63.18,3.22,11.33,0.22,,,,,,,,,,,
Carter Bradley,,0,QB,QB3,4000,LV,@ NO,16,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,16,31,33,33,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Nick Mullens,,0,QB,QB2,4000,MIN,vs GB,4,25,8.7,16.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,26,0,0,,24.39,16.06,194.82,0.94,1.45,1.03,86.35,1.42,0.61,,,,,,,,,,,,
Brett Rypien,,0,QB,QB3,4000,MIN,vs GB,4,25,4.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,8,0,0,,18.67,10.89,105.56,1,1.22,0.44,55.67,1.56,2.33,,,,,,,,,,,,
George Holani,,0,RB,RB3,4000,SEA,@ CHI,25,23,0.1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,1.5,5,,0.5,0.5,-0.5,,,,,,,,
Darrynton Evans,,0,RB,RB3,4000,CHI,vs SEA,2,19,4.2,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,4.06,15.56,0.06,1.19,0.75,7.5,0.06,,,,,,,
Malik Willis,,0,QB,QB2,4000,GB,@ MIN,26,24,7.1,2,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,0,0,0,,7.64,4.64,54.57,0.21,0.64,0.21,48.84,3.64,19.93,0.14,,,,,,,,,,,
Eric Gray,,0,RB,RB3,4000,NYG,vs IND,20,16.5,1.9,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,1.3,3.17,,0.74,0.65,4.35,,,,,,,,
Tyler Goodson,,0,RB,RB3,4000,IND,@ NYG,26,24,4.2,3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,2.5,13.33,0.06,1.22,0.89,5,0.06,,,,,,,
Jeff Wilson,,0,RB,RB3,4000,MIA,@ CLE,32,18.25,8,4.6,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,2,0,0,,,,,,,,,8.35,37.65,0.29,1.81,1.19,9.6,0.08,,,,,,,
Alec Ingold,,0,RB,FB1,4000,MIA,@ CLE,32,18.25,2.8,2.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Tyrion Davis-Price,,0,RB,RB3,4000,PHI,vs DAL,23,22.75,1.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,40,0,0,,,,,,,,,6.67,20,,0.33,,,,,,,,,,
Deuce Vaughn,,0,RB,RB3,4000,DAL,@ PHI,11,15.25,1.5,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,35,0,0,,,,,,,,,3.4,7.3,,1.2,1,5.8,,,,,,,,
Jordan Mims,,0,RB,RB3,4000,NO,vs LV,13,17.75,2.7,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,2,6.44,,1.89,1,6.44,,,,,,,,
Adam Prentice,,0,RB,RB1,4000,NO,vs LV,13,17.75,0.7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Clyde Edwards-Helaire,,0,RB,RB4,4000,NO,vs LV,13,17.75,7.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,25,0,0,,,,,,,,,9.19,38.44,0.25,2.56,1.85,15.94,0.15,,,,,,,
Dylan Laube,,0,RB,RB3,4000,LV,@ NO,19,19.75,0.4,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,0.25,,,,,,,,,,,,,
Chris Collier,,0,RB,RB4,4000,LV,@ NO,19,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
C.J. Ham,,0,RB,FB1,4000,MIN,vs GB,12,25,2.3,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Keilan Robinson,,0,RB,RB3,4000,JAC,vs TEN,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
D'Ernest Johnson,,0,RB,RB4,4000,JAC,vs TEN,30,20,5.3,2.2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,3.07,13.96,0.04,0.96,0.72,6.58,,,,,,,,
Joshua Kelley,,0,RB,RB3,4000,TEN,@ JAC,29,19,4.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,11,0,0,,,,,,,,,6.4,22.96,0.12,1.32,1,6.38,,,,,,,,
Reggie Gilliam,,0,RB,FB1,4000,BUF,vs NYJ,28,27.75,2.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,0.12,0.12,,0.72,0.56,4.44,0.08,,,,,,,
D'Onta Foreman,,0,RB,RB3,4000,CLE,vs MIA,1,14.75,8.4,10.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,10.8,44.74,0.26,0.94,0.7,7.09,0.04,,,,,,,
Marcus Mariota,,0,QB,QB2,4000,WAS,vs ATL,32,25,9.5,6.9,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,36,0,0,,23.98,14.99,178.56,0.6,2.15,1.08,83.39,4.12,23.71,0.19,0.04,0.03,0.75,0.02,,,,,,,
Jeff Driskel,,0,QB,QB3,4000,WAS,vs ATL,32,25,7.7,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,21,0,0,,17.77,10.41,108.82,0.45,1.95,0.73,75.23,3.64,18.95,0.14,0.09,0.09,0.45,,,,,,,,
Clayton Tune,,0,QB,QB2,4000,ARI,@ LAR,21,20.75,2,1.7,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,0,0,0,,2.3,1.4,7,0.2,0.7,,22.25,1.4,2.4,0.1,,,,,,,,,,,
Brandon Allen,,0,QB,QB2,4000,SF,vs DET,23,23.5,7.5,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,0,0,0,,17.24,9.76,106.47,0.47,1.35,0.65,41.11,2.12,4,,0.06,,,,,,,,,,
Joshua Dobbs,,0,QB,QB3,4000,SF,vs DET,23,23.5,9.5,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,19,0,0,,23.9,14.86,139.05,0.62,1.71,0.71,70.86,4.33,23.62,0.29,,,,,,,,,,,
Hendon Hooker,,0,QB,QB2,4000,DET,@ SF,2,27,0.6,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,33,33,0,100,,90,47,283,283,33,0,0,,3,2,20.67,,0.33,,84.13,1.67,0.67,,,,,,,,,,,,
Mason Tipton,,0,WR,WR5,3700,NO,vs LV,19,17.75,3,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,125,125,0,100,,90,50,283,283,0,0,0,,,,,,,,,,,,2.89,1.56,11,,,,,,,,
JuJu Smith-Schuster,,0,WR,WR5,3200,KC,@ PIT,27,23.75,9.3,5.5,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,46,125,125,0,100,,66,55,283,283,24,0,3.8,1.2,,,,,,,,0.04,0.22,0.01,6.48,4.48,52.62,0.33,,,,,,,
Ashton Dulin,,0,WR,WR5,3200,IND,@ NYG,24,24,3.5,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,46,125,125,0,100,,90,55,283,283,0,0,0,,,,,,,,,0.25,2,,1.21,0.69,10.42,0.08,,,,,,,
AJ Barner,,0,TE,TE3,3200,SEA,@ CHI,6,23,3.1,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,52,52,0,100,,90,55,283,283,37,0,0,,,,,,,,,,,,2.54,1.92,16.23,0.23,,,,,,,
K.J. Osborn,,0,WR,WR5,3200,WAS,vs ATL,2,25,7.3,8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,46,125,125,0,100,,90,55,283,283,0,0,0,,,,,,,,,0.06,0.25,,4.21,2.62,30.19,0.25,,,,,,,
Derius Davis,,0,WR,WR5,3100,LAC,@ NE,22,23.75,2.4,1.8,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,125,125,0,100,,33,56,283,283,0,0,10.6,3.4,,,,,,,,0.8,4.8,,1.03,0.83,4.8,0.03,,,,,,,
Ihmir Smith-Marsette,,0,WR,WR5,3000,NYG,vs IND,14,16.5,4.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.23,1.83,0.03,0.5,0.35,4.55,0.05,,,,,,,
Bryce Ford-Wheaton,,0,WR,WR6,3000,NYG,vs IND,14,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Anthony Gould,,0,WR,WR6,3000,IND,@ NYG,24,24,1.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,0.17,0.17,3.83,,,,,,,,
DWayne Eskridge,!,0,WR,WR5,3000,MIA,@ CLE,8,18.25,2.8,0.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.32,2.96,,1.44,0.76,6.32,0.04,,,,,,,
Erik Ezukanma,,0,WR,WR6,3000,MIA,@ CLE,8,18.25,0.7,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,22,0,0,,,,,,,,,1.25,5.5,,1,0.25,0.75,,,,,,,,
James Proche,,0,WR,WR5,3000,CLE,vs MIA,20,14.75,3,-0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,0.02,,,0.02,,,,,,,1.04,0.61,6.5,,,,,,,,
Ainias Smith,,0,WR,WR5,3000,PHI,vs DAL,9,22.75,0.7,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.5,1,,1.5,1.5,3,,,,,,,,
Jonathan Mingo,,0,WR,WR6,3000,DAL,@ PHI,26,15.25,3.5,5.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,15,0,0,,,,,,,,,0.07,0.19,,4.52,2.11,20.33,,,,,,,,
Ryan Flournoy,,0,WR,WR5,3000,DAL,@ PHI,26,15.25,2.5,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,1.43,1,12.14,,,,,,,,
Deven Thompkins,,0,WR,WR5,3000,CAR,@ TB,30,19.5,3.3,2.1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.48,3.56,,1.56,1.04,5.4,0.04,,,,,,,
Dan Chisena,,0,WR,WR6,3000,CAR,@ TB,30,19.5,1,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,0.25,0.17,2.42,,,,,,,,
Rakim Jarrett,,0,WR,WR5,3000,TB,vs CAR,5,28.5,2.4,1.4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.07,,,1.36,0.86,12.36,,,,,,,,
Anthony Miller,,0,WR,WR5,3000,BAL,@ HOU,13,26.75,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,125,125,0,100,,70,57,283,283,11,0,2.6,0.9,0.02,0.02,0.16,,,,2.38,0.18,0.74,,4.54,2.8,31.78,0.24,,,,,,,
Kameron Johnson,!,0,WR,WR6,3000,TB,vs CAR,5,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.33,,,0.33,,,,,,,,,,
Jared Wayne,,0,WR,WR5,3000,HOU,vs BAL,3,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Scotty Miller,,0,WR,WR5,3000,PIT,vs KC,16,22.25,5.3,3.3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.14,1.4,0.02,2.66,1.55,19.9,0.1,,,,,,,
Nikko Remigio,,0,WR,WR6,3000,KC,@ PIT,27,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Trent Sherfield Sr,,0,WR,WR4,3000,MIN,vs GB,12,25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Brandon Powell,,0,WR,WR5,3000,MIN,vs GB,12,25,3.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.33,1.44,,1.61,1.11,9.99,0.04,,,,,,,
Bo Melton,,0,WR,WR5,3000,GB,@ MIN,21,24,6.7,12.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.71,5.29,,2.64,1.5,20.79,0.07,,,,,,,
Malik Heath,,0,WR,WR6,3000,GB,@ MIN,21,24,3.1,2.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,6,0,0,,,,,,,,,,,,2.07,1.4,11.07,0.13,,,,,,,
Tim Jones,,0,WR,WR5,3000,JAC,vs TEN,31,20,1.9,1.9,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,1.57,0.93,8.07,,,,,,,,
Bryce Oliver,!,0,WR,WR5,3000,TEN,@ JAC,15,19,1.8,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,5,0,0,,,,,,,,,,,,0.86,0.71,11.43,,,,,,,,
Jha'Quan Jackson,,0,WR,WR6,3000,TEN,@ JAC,15,19,0.6,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.08,-0.42,,0.25,0.08,0.67,,,,,,,,
Malachi Corley,,0,WR,WR5,3000,NYJ,@ BUF,4,17.75,0.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,67,0,0,,,,,,,,,0.4,5.2,,1.2,0.6,3.2,,,,,,,,
Curtis Samuel,!,0,WR,WR5,3000,BUF,vs NYJ,25,27.75,6.9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,26,0,0,,,,,,,,,1.22,7.08,0.07,5.1,3.31,34.8,0.22,,,,,,,
Tyrell Shavers,,0,WR,WR6,3000,BUF,vs NYJ,25,27.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,1,,,,,,,,,,
Dareke Young,,0,WR,WR5,3000,SEA,@ CHI,6,23,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,0.43,0.29,3.43,,,,,,,,
