,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Drew Sample,,0,TE,2500,CIN,vs SF,5,23.50,3.3,5,2.2,0,0,0,0,0,0,0,0,0,0.88,0.027,0.88,0.66,4.97,0.01,0,0,0,0,0,0,1.22,1.22,0,0,7.82,1.22,1.22,0,100,,8,0.5,2.40,1,33,27,46,46,156,61,255,255,,,,,,,,,,,2.52,1.9,14.9,0.03,,,,,,,
Derrick Gore,,0,RB,4000,KC,vs LV,11,28.50,5.6,0,4.3,0,0,0,0,0,0.07,1.68,8.06,0.06,1.68,0,0,0,0,0,0,0,0,0,0,0,1.17,1.17,0,0,12.37,1.17,1.17,0,100,,11,0.3,16.90,4.2,12,35,63,63,52,46,256,256,,,,,,,,6,28.78,0.22,1,0.89,11.67,,,,,,,,
Ross Dwelley,,0,TE,2500,SF,@ CIN,24,25.50,3.9,4.1,5,0,0,0,0,0,0,0,0,0,0.57,0.0181,0.57,0.42,4.26,0.05,0,0,0,0,0,0,1.15,1.15,0,0,8.95,1.15,1.15,0,100,,20,0.5,0.00,,40,27,47,47,175,61,257,257,,,,,,,,,,,2.38,1.75,18.75,0.21,,,,,,,
Wayne Gallman,,0,RB,4000,ATL,@ CAR,26,19.75,6.2,10,2.3,0,0,0,0,0,0.095,1.99,8.42,0.05,1.99,0,0,0,0,0,0,0,0,0,0,0,1.14,1.14,0,0,13.54,1.14,1.14,0,100,,3,0.3,0.00,,58,35,64,64,175,46,258,258,,,,,,,,6.65,28.15,0.16,2.09,1.47,9.44,0.04,,,,,,,
DWayne Eskridge,,0,WR,3200,SEA,@ HOU,19,25.00,3.4,0,5,0,0,0,0,0,0,0,0,0,0.9,0.0287,0.9,0.49,2.83,0.04,0,0,0,0,0,0,1.01,1.01,0,0,7.81,1.01,1.01,0,100,,0,0.3,0.00,,81,48,104,104,175,54,259,259,,,,,,,,0.45,5.91,,2.18,1.18,7.27,0.09,,,,,,,
Ja'Marcus Bradley,,0,WR,3000,CLE,vs BAL,30,23.50,3,11,5.2,0,0,0,0,0,0,0,0,0,0.59,0.0208,0.59,0.35,4.72,0.03,0,0,0,0,0,0,1,1,0,0,7,1,1,0,100,,58,0.3,0.00,,81,50,105,105,175,56,260,260,,,,,,,,,,,5,3,41.33,,,,,,,,
Jesse James,,0,TE,2500,CHI,@ GB,11,16.00,5.1,3.2,5.9,0,0,0,0,0,0,0,0,0,0.6,0.0226,0.6,0.41,4.12,0.03,0,0,0,0,0,0,1,1,0,0,11.2,1,1,0,100,,0,0.4,0.00,,40,27,48,48,175,61,260,260,,,,,,,,,,,2.99,2.05,20.4,0.14,,,,,,,
D'Ernest Johnson,,0,RB,4400,CLE,vs BAL,1,23.50,7.6,1.3,8.4,0,0,0,0,0,0.0503,1.5,7.89,0.03,1.5,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,16.17,0.97,0.97,0,100,,0,0.2,3.90,0.9,43,32,65,65,143,42,261,261,,,,,,,,5.96,31.35,0.13,1.57,1.22,9.65,,,,,,,,
Breshad Perriman,,0,WR,3000,TB,vs BUF,2,27.75,7.2,8.5,2.6,0,0,0,0,0,0,0,0,0,0.51,0.0131,0.51,0.25,3.99,0.03,0,0,0,0,0,0,0.83,0.83,0,0,15.23,0.83,0.83,0,100,,0,0.3,12.80,4.3,35,50,106,106,78,56,262,262,,,,,,,,0.15,0.23,,4.04,2.01,32.77,0.23,,,,,,,
Benny Snell Jr.,,0,RB,4000,PIT,@ MIN,21,20.75,5.1,5.1,0.7,0,0,0,0,0,0.071,1.41,4.9,0.03,1.41,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,10.87,0.67,0.67,0,100,,0,0.2,-0.20,,59,35,66,66,177,46,263,263,,,,,,,,6.45,22.43,0.15,0.65,0.45,2.93,,,,,,,,
Joshua Kelley,,0,RB,4000,LAC,vs NYG,15,26.25,3.7,6.4,1.8,0,0,0,0,0,0.0639,1.42,4.62,0.02,1.42,0,0,0,0,0,0,0,0,0,0,0,0.58,0.58,0,0,7.98,0.58,0.58,0,100,,20,0.1,4.80,1.2,41,35,67,67,136,46,264,264,,,,,,,,6.28,20.44,0.08,1.48,1.32,8.36,,,,,,,,
Geronimo Allison,,0,WR,3000,DET,@ DEN,22,15.00,5.6,0,0,0,0,0,0,0,0,0,0,0,0.32,0.0106,0.32,0.19,2.27,0.01,0,0,0,0,0,0,0.48,0.48,0,0,11.68,0.48,0.48,0,100,,0,0.2,0.00,,81,50,107,107,175,56,265,265,,,,,,,,0.02,0.16,,3.63,2.21,25.77,0.12,,,,,,,
Kalen Ballage,,0,RB,4000,PIT,@ MIN,21,20.75,5.1,8.5,0.9,0,0,0,0,0,0.045,0.89,2.78,0.03,0.89,0,0,0,0,0,0,0,0,0,0,0,0.46,0.46,0,0,10.66,0.46,0.46,0,100,,0,0.1,0.00,,58,35,68,68,175,46,266,266,,,,,,,,5.17,16.14,0.17,1.88,1.29,6.98,,,,,,,,
Davion Davis,!,0,WR,3000,HOU,vs SEA,1,16.00,1.4,0,0,0,0,0,0,0,0,0,0,0,0.33,0.0115,0.33,0.11,1.72,0.02,0,0,0,0,0,0,0.4,0.4,0,0,3.2,0.4,0.4,0,100,,0,0.1,2.70,0.9,73,50,108,108,153,56,267,267,,,,,,,,,,,1.5,0.5,8.5,,,,,,,,
Ke'Shawn Vaughn,,0,RB,4000,TB,vs BUF,20,27.75,5,3.6,1.6,0,0,0,0,0,0.0258,0.53,2.29,0.02,0.53,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,10.35,0.35,0.35,0,100,,7,0.1,0.00,,58,35,69,69,175,46,268,268,,,,,,,,6,25.93,0.21,1.5,0.79,4.93,0.07,,,,,,,
Frank Darby,,0,WR,3000,ATL,@ CAR,20,19.75,1.2,0,1.2,0,0,0,0,0,0,0,0,0,0.37,0.0113,0.37,0.09,1.34,0.02,0,0,0,0,0,0,0.34,0.34,0,0,2.74,0.34,0.34,0,100,,0,0.1,0.00,,81,50,109,109,175,56,269,269,,,,,,,,,,,2,0.5,7,,,,,,,,
Trayveon Williams,,0,RB,4000,CIN,vs SF,23,23.50,3.1,3.8,0.7,0,0,0,0,0,0.014,0.43,2.18,0.01,0.43,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,6.48,0.28,0.28,0,100,,16,0.1,0.00,,58,35,70,70,175,46,270,270,,,,,,,,5.13,26,,0.88,0.75,4.25,,,,,,,,
Anthony McFarland,!,0,RB,4000,PIT,@ MIN,21,20.75,1.7,2.1,1.2,0,0,0,0,0,0.015,0.3,0.97,0.01,0.3,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,3.56,0.16,0.16,0,100,,11,0,0.00,,58,35,71,71,175,46,271,271,,,,,,,,2.77,8.92,,0.85,0.54,5,,,,,,,,
Mason Rudolph,,0,QB,4800,PIT,@ MIN,31,20.75,6.9,5.6,16.3,0,0,0,0,0,0.012,0.24,0.66,0.01,0.24,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0,0,13.93,0.13,0.13,0,100,,31,0,0.00,,32,25,29,29,175,38,272,272,24,14.75,147.88,0.69,1,1,77.11,2.06,5.63,,,,,,,,,,,,
Damarea Crockett,,0,RB,4000,DEN,vs DET,8,27.00,0,0,0.7,0,0,0,0,0,0.0063,0.19,0.44,0.01,0.19,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0,100,,0,0,0.00,,58,35,72,72,175,46,273,273,,,,,,,,3,7,,,,,,,,,,,,
Keenan Allen,!,0,WR,7600,LAC,vs NYG,14,26.25,9.4,18.5,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,47,0,0.00,,81,7,110,110,175,10,274,274,0.02,,,,0.01,,0.88,0.17,1.1,,9.62,6.61,77.3,0.41,,,,,,,
Adam Thielen,!,0,WR,7200,MIN,vs PIT,21,23.75,10.3,17.5,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,28,0,0.00,,81,8,110,110,175,14,274,274,0.01,,,0.01,,,-3.95,0.2,1.63,0.01,6.89,4.76,60.48,0.47,,,,,,,
Derrick Henry,!,0,RB,7000,TEN,vs JAC,24,26.25,12.3,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,58,9,73,73,175,16,274,274,0.05,0.04,0.23,,,0.02,8.23,16.93,81.45,0.74,1.57,1.2,10.57,0.03,,,,,,,
A.J. Brown,!,0,WR,6800,TEN,vs JAC,13,26.25,10.2,18.7,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,35,0,0.00,,81,12,110,110,175,18,274,274,0.04,,,,,,1.52,0.12,1.52,0.02,6.96,4.35,70.88,0.52,,,,,,,
Eli Mitchell,!,0,RB,6700,SF,@ CIN,5,25.50,7.3,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,50,0,0.00,,58,11,73,73,175,19,274,274,,,,,,,,17.87,78.2,0.4,1.93,1.73,12.93,0.07,,,,,,,
D'Andre Swift,!,0,RB,6600,DET,@ DEN,14,15.00,7.8,15,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,51,0,0.00,,58,12,73,73,175,20,274,274,0.03,,,,,,1.37,10.07,47.21,0.48,5.07,4,30.55,0.17,,,,,,,
Tony Pollard,!,0,RB,6400,DAL,@ WAS,4,27.00,7.3,7.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,58,13,73,73,175,22,274,274,,,,,,,,7.14,35.7,0.18,2.42,1.82,14.38,0.04,,,,,,,
Darren Waller,!,0,TE,6400,LV,@ KC,28,19.50,9.7,18.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,40,3,49,49,175,22,274,274,,,,,,,,0.05,0.42,,6.77,4.73,55.44,0.27,,,,,,,
Darrell Henderson,!,0,RB,6100,LAR,@ ARI,10,24.00,7.1,8.9,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,58,15,73,73,175,25,274,274,,,,,,,,9.33,41.15,0.28,2.18,1.54,11.62,0.1,,,,,,,
Elijah Moore,!,0,WR,5900,NYJ,vs NO,24,19.00,8.7,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,0.00,,81,21,110,110,175,27,274,274,,,,,,,,0.47,3.33,0.07,6.87,3.87,48.67,0.33,,,,,,,
Mark Ingram,!,0,RB,5800,NO,@ NYJ,32,23.00,9,5.3,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,58,18,73,73,175,28,274,274,,,,,,,,11.9,54.91,0.43,2.9,2.36,17.55,0.1,,,,,,,
Jamaal Williams,!,0,RB,5500,DET,@ DEN,14,15.00,7.8,8.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,58,21,73,73,175,31,274,274,,,,,,,,9.34,37.46,0.24,2.52,2.03,14.94,0.1,,,,,,,
Daniel Jones,!,0,QB,5400,NYG,@ LAC,13,17.25,8.7,14,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,48,0,0.00,,32,19,30,30,175,32,274,274,32.69,20.55,214.98,0.74,2.83,1.14,84.26,4.83,28.4,0.17,,,,,,,,,,,
T.J. Hockenson,!,0,TE,5300,DET,@ DEN,2,15.00,8.1,11,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,0.00,,40,8,49,49,175,33,274,274,,,,,,,,0.02,,,6.23,4.05,43.95,0.34,,,,,,,
Trevor Siemian,,0,QB,5200,NO,@ NYJ,32,23.00,7.9,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,0.00,,32,21,30,30,175,34,274,274,31.18,18.36,207.36,0.82,2.27,1.24,80.22,2.09,6.15,0.06,,,,,,,,,,,
Calvin Ridley,!,0,WR,5200,ATL,@ CAR,20,19.75,9.6,20.4,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,41,0,0.00,,81,28,110,110,175,34,274,274,,,,,,,,0.27,1.27,,7.76,5.06,68.2,0.57,,,,,,,
Andy Dalton,!,0,QB,5200,CHI,@ GB,5,16.00,7.6,13.5,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,54,0,0.00,,32,21,30,30,175,34,274,274,32.98,20.69,233.21,0.78,2.26,1.44,89.48,2.64,8.87,0.12,,,,,,,,,,,
Tyrod Taylor,,0,QB,5100,HOU,vs SEA,19,16.00,8.3,4.5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,46,0,0.00,,32,22,30,30,175,35,274,274,25.38,15.51,175.11,0.41,2.52,0.97,86.24,5.64,31.51,0.3,,,,,,,,,,,
David Johnson,!,0,RB,5100,HOU,vs SEA,19,16.00,10.4,15.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,,,58,25,73,73,175,35,274,274,,,,,,,,11.65,47.07,0.45,4.72,3.27,32.61,0.2,,,,,,,
Kadarius Toney,!,0,WR,5100,NYG,@ LAC,15,17.25,8.6,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,29,110,110,175,35,274,274,0.27,0.09,1.73,,0.09,,18,0.45,2.64,,5.45,3.73,38.18,,,,,,,,
J.D. McKissic,!,0,RB,5000,WAS,vs DAL,29,21.00,6.2,11.9,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,0.00,,58,26,73,73,175,36,274,274,,,,,,,,3.69,16.15,0.08,4.35,3.31,25.12,0.12,,,,,,,
Michael Carter,!,0,RB,5000,NYJ,vs NO,12,19.00,7.4,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,0.00,,58,26,73,73,175,36,274,274,,,,,,,,10.22,43.11,0.22,4.11,2.83,22.94,,,,,,,,
Tevin Coleman,!,0,RB,5000,NYJ,vs NO,12,19.00,7.8,2.1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,58,26,73,73,175,36,274,274,,,,,,,,9.11,38.87,0.29,2.1,1.48,14.63,0.14,,,,,,,
Brandon Allen,,0,QB,5000,CIN,vs SF,2,23.50,7.8,11.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,32,23,30,30,175,36,274,274,20,11.23,122.23,0.46,1.54,0.77,72.27,2.31,5,,,,,,,,,,,,
Trey Lance,,0,QB,5000,SF,@ CIN,26,25.50,7.4,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,0.00,,32,23,30,30,175,36,274,274,12.75,7,99.63,0.38,0.75,0.63,71.03,6.75,29.38,0.13,,,,,,,,,,,
Mitchell Trubisky,,0,QB,5000,BUF,@ TB,12,24.75,9.8,16.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,32,23,30,30,175,36,274,274,27.84,17.73,185.02,0.64,1.92,1.06,82.22,3.42,17.55,0.16,,,,,,,,,,,
Colt McCoy,,0,QB,5000,ARI,vs LAR,28,27.00,7.5,5.1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,23,30,30,175,36,274,274,16.06,10.81,108.56,0.38,1.5,0.5,72.17,2.88,7.69,,,,,,,,,,,,
Case Keenum,,0,QB,4900,CLE,vs BAL,27,23.50,8.1,1.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,0.00,,32,24,30,30,175,37,274,274,29.45,18.73,203.11,0.64,1.64,1.06,83.18,1.92,5.45,0.08,,,,,,,,,,,
Antonio Brown,,0,WR,4900,TB,vs BUF,2,27.75,12,13.7,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,45,0,0.00,,81,31,110,110,175,37,274,274,0.01,,,,0.01,,0.03,0.13,0.82,,10.43,6.9,92.18,0.72,,,,,,,
Sam Darnold,!,0,QB,4800,CAR,vs ATL,18,21.75,8,12.3,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,46,0,0.00,,32,25,30,30,175,38,274,274,32.5,19.44,212.48,1.04,2.66,1.08,77.53,3.24,12.78,0.2,,,,,,,,,,,
Geno Smith,,0,QB,4800,SEA,@ HOU,11,25.00,10,1.1,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,25,30,30,175,38,274,274,18.22,12.67,132.39,0.28,1.67,0.83,79.78,2.44,8.94,0.11,,,,,,,,,,,
Tyler Huntley,,0,QB,4800,BAL,@ CLE,23,20.50,10.3,2.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,17.30,3.6,16,25,30,30,51,38,274,274,20.6,13.1,115.6,0.4,1.9,0.3,64.99,6,34.9,0.2,,,,,,,,,,,
Jake Fromm,,0,QB,4800,NYG,@ LAC,13,17.25,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,32,25,30,30,175,38,274,274,20,9,70,1,2,0.33,43.93,2.67,21.67,,,,,,,,,,,,
Phillip Walker,,0,QB,4700,CAR,vs ATL,18,21.75,3.9,3.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,5.50,1.2,28,26,30,30,128,39,274,274,13.56,7.56,81.11,0.89,1.22,0.22,50.16,1.33,1.22,,,,,,,,,,,,
Adrian Peterson,!,0,RB,4700,SEA,@ HOU,28,25.00,8.2,7.8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,0.00,,58,29,73,73,175,39,274,274,,,,,,,,14.85,59.46,0.41,1.68,1.24,9.65,0.01,,,,,,,
Corey Davis,!,0,WR,4600,NYJ,vs NO,24,19.00,8.3,13.8,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,81,34,110,110,175,40,274,274,,,,,,,,0.08,0.74,,6.01,3.62,50.81,0.27,,,,,,,
Travis Homer,!,0,RB,4600,SEA,@ HOU,28,25.00,4.4,3.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,58,30,73,73,175,40,274,274,,,,,,,,2.73,14.07,0.03,1.7,1.43,12.4,0.03,,,,,,,
Nick Foles,,0,QB,4600,CHI,@ GB,5,16.00,9,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,27,0,0.00,,32,27,30,30,175,40,274,274,30.2,19.25,197.45,0.7,1.48,1.02,81.52,1.66,1.48,0.07,,,,,,,,,,,
Joe Flacco,,0,QB,4500,NYJ,vs NO,15,19.00,7.1,11.6,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,53,0,0.00,,32,28,30,30,175,41,274,274,37.78,23.91,241.14,0.83,1.96,1.22,84.69,1.48,3.28,0.09,,,,,,,,,,,
Drew Lock,,0,QB,4500,DEN,vs DET,17,27.00,8.6,15.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,32,28,30,30,175,41,274,274,29.58,17.54,197.5,0.83,1.38,1.04,78.59,3,11.88,0.21,,,,,,,,,,,
Marcus Mariota,,0,QB,4500,LV,@ KC,22,19.50,9.8,26.8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,34,0,0.00,,32,28,30,30,175,41,274,274,24.76,15.42,185.15,0.63,2.19,1.06,82.07,3.83,22.14,0.19,,,,,,,,,,,
Zack Moss,!,0,RB,4500,BUF,@ TB,9,24.75,5.3,7.9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,27,0,0.00,,58,31,73,73,175,41,274,274,,,,,,,,7.25,29.09,0.25,1.94,1.5,10.78,0.06,,,,,,,
Chase Edmonds,!,0,RB,4500,ARI,vs LAR,13,27.00,7.6,10.5,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,12,0,0.00,,58,31,73,73,175,41,274,274,,,,,,,,6.25,28.2,0.19,3,2.31,16.76,0.1,,,,,,,
Blaine Gabbert,,0,QB,4400,TB,vs BUF,1,27.75,8.2,3.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.00,,32,29,30,30,175,42,274,274,20.03,11.92,131.84,0.62,1.76,0.73,66.44,3.22,12.14,0.08,,,,,,,,,,,
Deonte Harty,,0,WR,4400,NO,@ NYJ,25,23.00,5,5.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,0.00,,81,36,110,110,175,42,274,274,,,,,,,,0.47,3.56,,2.97,2.15,27.21,0.12,,,,,,,
Kyle Allen,,0,QB,4200,WAS,vs DAL,7,21.00,7.7,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,2.22,0.5,30,30,30,30,158,44,274,274,29.81,18.81,205.62,0.81,2.62,1.14,90.53,2.19,7.71,0.19,,,,,,,,,,,
Chase Daniel,,0,QB,4200,LAC,vs NYG,8,26.25,6.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,-0.20,,34,30,30,30,177,44,274,274,10.94,7.65,72.59,0.35,1.12,0.41,52.47,1.76,1,,,,,,,,,,,,
Kenyan Drake,!,0,RB,4200,LV,@ KC,2,19.50,8.9,13.3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,58,34,73,73,175,44,274,274,,,,,,,,8.91,39.34,0.33,3.13,2.3,17.82,0.08,,,,,,,
Kyle Shurmur,,0,QB,4000,WAS,vs DAL,7,21.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Ryan Fitzpatrick,!,0,QB,4000,WAS,vs DAL,7,21.00,9.5,19,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,0.00,,32,31,30,30,175,46,274,274,31.16,19.14,227.77,0.99,1.64,1.45,85.97,3.33,14.84,0.14,,,,,,,,,,,
Alex Armah,,0,RB,4000,WAS,vs DAL,29,21.00,1.7,0.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,0.65,1.76,,0.59,0.35,1.12,0.06,,,,,,,
Derrius Guice,,0,RB,4000,WAS,vs DAL,29,21.00,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,8.4,49,0.4,2,1.4,15.8,0.2,,,,,,,
Rodney Smith,,0,RB,4000,TEN,vs JAC,24,26.25,3.3,5.2,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,43,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,5.13,19.5,0.13,2,1.75,13.38,,,,,,,,
Tory Carter,,0,RB,4000,TEN,vs JAC,24,26.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Darrynton Evans,!,0,RB,4000,TEN,vs JAC,24,26.25,4.8,2.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,2.83,10.33,,1,0.67,6.33,0.17,,,,,,,
Khari Blasingame,!,0,RB,4000,TEN,vs JAC,24,26.25,1.8,1.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,0.23,0.46,,1,0.77,7.46,,,,,,,,
Jordan Wilkins,,0,RB,4000,TEN,vs JAC,24,26.25,4.2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,5.05,24.62,0.1,1.15,0.9,5.97,,,,,,,,
