,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Falcons,,0,DST,2300,ATL,vs WAS,15,24.75,5.8,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0.38,0.62,0,0.03,24.75,4.09,4.09,0,0,15.69,4.09,4.09,0,100,,0,1.8,0.00,,12,19,29,29,187,61,245,245,,,,,,,,,,,,,,,1.82,0.76,0.51,0.17,0.03,23.72,364.54
Kyle Rudolph,,0,TE,2500,NYG,@ NO,3,17.75,6.5,5.5,3.7,0,0,0,0,0,0,0,0,0,2.32,0.0737,2.32,1.62,15.38,0.15,0,0,0,0,0,0,4.06,4.06,0,0,17.06,4.06,4.06,0,100,,23,1.6,4.40,1.8,30,26,42,42,146,59,246,246,,,,,,,,,,,4.64,3.23,32.17,0.31,,,,,,,
Gabriel Davis,,0,WR,3400,BUF,vs HOU,24,32.00,10,8,7.7,0,0,0,0,0,0,0,0,0,1.76,0.043,1.76,1.01,17.22,0.22,0,0,0,0,0,0,4.05,4.05,0,0,24.05,4.05,4.05,0,100,,0,1.2,0.00,,93,45,97,97,187,50,247,247,,,,,,,,0.03,,,4.16,2.38,42.24,0.51,,,,,,,
Peyton Barber,,0,RB,5100,LV,@ LAC,30,24.25,5.9,3.7,14.7,0,0,0,0,0,0.1674,4.47,15.7,0.13,5.72,0.0382,1.25,0.91,5.13,0.03,0,0,0,0,0,0,3.95,3.95,0,0,15.75,3.95,3.95,0,100,,12,0.8,0.00,,63,25,59,59,187,33,248,248,,,,,,,,9.33,32.76,0.28,1.31,0.95,5.71,0.03,,,,,,,
Malcolm Brown,,0,RB,4300,MIA,vs IND,11,22.00,4.7,6.5,4.3,0,0,0,0,0,0.256,6.47,25.67,0.23,6.47,0,0,0,0,0,0,0,0,0,0,0,3.95,3.95,0,0,13.35,3.95,3.95,0,100,,0,0.9,3.70,0.9,43,33,59,59,152,41,248,248,,,,,,,,5.04,20,0.18,1.01,0.7,5.25,0.01,,,,,,,
Keelan Cole,,0,WR,3000,NYJ,vs TEN,32,19.75,6.6,9.5,5,0,0,0,0,0,0,0,0,0,2.56,0.0814,2.56,1.47,19.76,0.08,0,0,0,0,0,0,3.93,3.93,0,0,17.13,3.93,3.93,0,100,,12,1.3,12.20,4.1,33,49,98,98,81,54,249,249,0.01,,,,,,0.54,0.03,0.11,,4.49,2.57,37.47,0.18,,,,,,,
Mo Alie-Cox,,0,TE,2500,IND,@ MIA,12,20.00,4.4,6.1,2.1,0,0,0,0,0,0,0,0,0,2.04,0.064,2.04,1.33,16.72,0.15,0,0,0,0,0,0,3.9,3.9,0,0,12.7,3.9,3.9,0,100,,0,1.6,19.20,7.7,3,26,43,43,45,59,250,250,,,,,,,,,,,2.23,1.45,18.92,0.15,,,,,,,
Ray-Ray McCloud,,0,WR,3200,PIT,@ GB,13,19.50,3.3,2,2.1,0,0,0,0,0,0,0,0,0,2.65,0.0751,2.65,1.8,12.56,0.13,0,0,0,0,0,0,3.84,3.84,0,0,10.44,3.84,3.84,0,100,,3,1.2,1.20,0.4,90,47,99,99,178,52,251,251,,,,,,,,0.23,2.4,,2.86,1.94,12.74,,,,,,,,
Travis Homer,,0,RB,4100,SEA,@ SF,15,25.00,4.5,3.6,3.7,0,0,0,0,0,0,0,0,0,2.31,0.0725,2.31,1.94,15.83,0.04,0,0,0,0,0,0,3.76,3.76,0,0,12.76,3.76,3.76,0,100,,6,0.9,0.50,0.1,58,35,60,60,182,43,252,252,,,,,,,,2.79,14.31,0.03,1.76,1.48,12.83,0.03,,,,,,,
Jacob Hollister,,0,TE,2500,JAC,@ CIN,19,19.50,4.7,4.7,3.5,0,0,0,0,0,0,0,0,0,2.79,0.0734,2.79,1.75,13.1,0.1,0,0,0,0,0,0,3.66,3.66,0,0,13.06,3.66,3.66,0,100,,2,1.5,1.50,0.6,44,26,44,44,175,59,253,253,,,,,,,,0.02,0.11,,3.3,2.07,17.5,0.16,,,,,,,
Phillip Lindsay,,0,RB,4300,HOU,@ BUF,12,15.00,7.8,6.3,6.1,0,0,0,0,0,0.289,5.79,26.05,0.17,5.79,0,0,0,0,0,0,0,0,0,0,0,3.63,3.63,0,0,19.23,3.63,3.63,0,100,,20,0.8,-0.10,,64,33,61,61,188,41,254,254,,,,,,,,11.11,49.98,0.32,2.04,1.45,9.11,0.04,,,,,,,
Albert Wilson,,0,WR,3100,MIA,vs IND,29,22.00,6.5,0,3,0,0,0,0,0,0,0,0,0,2.39,0.0696,2.39,1.55,15.84,0.08,0,0,0,0,0,0,3.61,3.61,0,0,16.61,3.61,3.61,0,100,,14,1.2,2.10,0.7,83,48,100,100,169,53,255,255,0.05,0.03,0.96,,0.03,0.01,10.14,0.39,2.28,0.01,4.37,2.84,31.12,0.19,,,,,,,
Josh Palmer,,0,WR,3000,LAC,vs LV,26,27.25,5.2,0,3.4,0,0,0,0,0,0,0,0,0,2.06,0.0451,2.06,1.35,12.42,0.17,0,0,0,0,0,0,3.61,3.61,0,0,14.01,3.61,3.61,0,100,,20,1.2,0.00,,93,49,100,100,187,54,255,255,,,,,,,,0.12,0.59,,3.59,2.35,22.82,0.29,,,,,,,
Ian Thomas,,0,TE,2500,CAR,@ DAL,14,23.75,4.4,3.1,2.2,0,0,0,0,0,0,0,0,0,2.56,0.0687,2.56,1.62,15.01,0.07,0,0,0,0,0,0,3.54,3.54,0,0,12.34,3.54,3.54,0,100,,0,1.4,4.50,1.8,29,26,45,45,145,59,256,256,,,,,,,,,,,3.06,1.94,18.08,0.08,,,,,,,
Jauan Jennings,,0,WR,3000,SF,vs SEA,1,27.00,6.4,0,9.7,0,0,0,0,0,0,0,0,0,1.83,0.045,1.83,1.14,12.63,0.18,0,0,0,0,0,0,3.48,3.48,0,0,16.28,3.48,3.48,0,100,,0,1.2,2.40,0.8,81,49,101,101,166,54,257,257,,,,,,,,,,,3.11,1.94,21.72,0.28,,,,,,,
Parris Campbell,,0,WR,3200,IND,@ MIA,20,20.00,4.5,7.4,3.2,0,0,0,0,0,0,0,0,0,2.26,0.071,2.26,1.42,14.7,0.08,0,0,0,0,0,0,3.37,3.37,0,0,12.37,3.37,3.37,0,100,,18,1.1,4.20,1.3,70,47,102,102,148,52,258,258,,,,,,,,0.35,2.94,,3.47,2.18,23.35,0.12,,,,,,,
Eric Ebron,,0,TE,3300,PIT,@ GB,24,19.50,6.3,10.1,1,0,0,0,0,0,0,0,0,0,1.85,0.0525,1.85,1.16,13.57,0.12,0,0,0,0,0,0,3.24,3.24,0,0,15.84,3.24,3.24,0,100,,35,1,2.80,0.8,34,18,46,46,162,51,259,259,0.01,,,,,,0.02,0.05,-0.06,0.03,5.58,3.51,38.46,0.36,,,,,,,
Taysom Hill,,0,QB,4900,NO,vs NYG,16,24.75,7.4,9.8,3.7,0,0,0,0,0,0.113,3.26,18.48,0.23,3.26,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,0,0,18.03,3.23,3.23,0,100,,3,0.7,18.76,3.8,18,25,33,33,49,35,260,260,4.29,2.75,32.94,0.13,0.41,0.13,35.94,3.79,21.48,0.27,0.87,0.63,6.7,0.14,,,,,,,
Darrel Williams,,0,RB,4500,KC,@ PHI,20,30.50,7.2,5.4,4,0,0,0,0,0,0.156,4.63,18.76,0.22,4.63,0,0,0,0,0,0,0,0,0,0,0,3.2,3.2,0,0,17.6,3.2,3.2,0,100,,12,0.7,13.80,3.1,19,31,62,62,72,39,261,261,,,,,,,,5.85,23.7,0.28,2.43,1.91,16.81,0.09,,,,,,,
Mike Thomas,,0,WR,3000,CIN,vs JAC,19,26.50,2.9,2.8,2.2,0,0,0,0,0,0,0,0,0,2.72,0.0762,2.72,1.39,13.57,0.07,0,0,0,0,0,0,3.17,3.17,0,0,8.97,3.17,3.17,0,100,,0,1.1,1.00,0.3,91,49,103,103,180,54,262,262,,,,,,,,0.05,0.05,,1.95,1,10,0.05,,,,,,,
Pharaoh Brown,,0,TE,2500,HOU,@ BUF,8,15.00,3.6,4.7,5.4,0,0,0,0,0,0,0,0,0,2.05,0.077,2.05,1.49,12.57,0.06,0,0,0,0,0,0,3.11,3.11,0,0,10.31,3.11,3.11,0,100,,5,1.2,1.60,0.6,43,26,47,47,174,59,263,263,,,,,,,,,,,2.36,1.72,16.08,0.08,,,,,,,
Rashard Higgins,,0,WR,4300,CLE,@ MIN,28,26.25,5.9,10.1,4.6,0,0,0,0,0,0,0,0,0,1.81,0.0506,1.81,1.09,14.77,0.08,0,0,0,0,0,0,3.05,3.05,0,0,14.85,3.05,3.05,0,100,,2,0.7,10.30,2.4,42,36,104,104,98,41,264,264,,,,,,,,0.01,0.06,,3.46,2.09,29.07,0.17,,,,,,,
Texans,,0,DST,2000,HOU,@ BUF,1,32,6.4,2.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0.69,0.32,0,0.03,32,3.05,3.05,0,0,15.85,3.05,3.05,0,100,,0,1.5,-1.00,,13,22,30,30,192,64,264,264,,,,,,,,,,,,,,,2.18,0.76,0.52,0.16,0.02,23.56,363.93
Cam Sims,!,0,WR,3000,WAS,@ ATL,21,24.75,5.6,7.8,3,0,0,0,0,0,0,0,0,0,1.74,0.0434,1.74,1.08,15.4,0.06,0,0,0,0,0,0,2.98,2.98,0,0,14.18,2.98,2.98,0,100,,11,1,0.00,,93,49,105,105,187,54,265,265,,,,,,,,0.08,0.46,,3.46,2.15,31.5,0.12,,,,,,,
Trinity Benson,,0,WR,3000,DET,@ CHI,25,19.25,2,0,2.8,0,0,0,0,0,0,0,0,0,2.49,0.0772,2.49,1.13,11.65,0.11,0,0,0,0,0,0,2.96,2.96,0,0,6.96,2.96,2.96,0,100,,31,1,3.20,1.1,75,49,106,106,158,54,266,266,,,,,,,,,,,3.14,1.43,14.71,,,,,,,,
Raiders,,0,DST,2800,LV,@ LAC,26,27.25,4.4,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.46,0.47,0.16,0,27.25,2.93,2.93,0,0,11.73,2.93,2.93,0,100,,0,1,1.00,0.4,11,14,31,31,180,56,267,267,,,,,,,,,,,,,,,1.68,0.63,0.48,0.05,0.03,25.62,365.42
Lil'Jordan Humphrey,!,0,WR,3000,NO,vs NYG,14,24.75,3.9,5.3,3.7,0,0,0,0,0,0,0,0,0,1.12,0.038,1.12,0.75,13.3,0.12,0,0,0,0,0,0,2.8,2.8,0,0,10.6,2.8,2.8,0,100,,32,0.9,0.00,,93,49,107,107,187,54,268,268,,,,,,,,,,,2.25,1.5,26.67,0.25,,,,,,,
Darren Fells,,0,TE,2500,DET,@ CHI,22,19.25,5.2,6.4,3.4,0,0,0,0,0,0,0,0,0,1.24,0.0384,1.24,0.9,10.54,0.14,0,0,0,0,0,0,2.79,2.79,0,0,13.19,2.79,2.79,0,100,,9,1.1,0.00,,47,26,48,48,187,59,269,269,,,,,,,,,,,2.45,1.77,20.85,0.31,,,,,,,
Anthony Schwartz,,0,WR,3000,CLE,@ MIN,28,26.25,3.7,0,3.9,0,0,0,0,0,0,0,0,0,2.19,0.0612,2.19,0.97,13.13,0.08,0,0,0,0,0,0,2.76,2.76,0,0,10.16,2.76,2.76,0,100,,0,0.9,0.00,,93,49,108,108,187,54,270,270,,,,,,,,0.62,4.54,,1.92,0.85,11.85,0.08,,,,,,,
Tommy Hudson,!,0,TE,2500,TEN,@ NYJ,31,24.75,1,0,1.9,0,0,0,0,0,0,0,0,0,1.88,0.0632,1.88,0.94,10.26,0.13,0,0,0,0,0,0,2.75,2.75,0,1.25,4.75,2.75,2.75,0,100,,33,1.1,2.40,1,37,26,49,49,166,59,271,271,,,,,,,,,,,1.5,0.75,7.75,,,,,,,,
O.J. Howard,,0,TE,2800,TB,@ NE,10,28.00,6.6,9.4,2.6,0,0,0,0,0,0,0,0,0,1.28,0.0312,1.28,0.85,11.71,0.12,0,0,0,0,0,0,2.74,2.74,0,0,15.94,2.74,2.74,0,100,,14,1,0.00,,47,23,50,50,187,56,272,272,,,,,,,,,,,3.58,2.38,34.46,0.33,,,,,,,
Brandon Bolden,,0,RB,4000,NE,vs TB,3,21.00,5.4,0,2.9,0,0,0,0,0,0.1443,3.75,17.04,0.16,3.75,0,0,0,0,0,0,0,0,0,0,0,2.66,2.66,0,0,13.46,2.66,2.66,0,100,,13,0.7,11.10,2.8,23,36,63,63,90,44,273,273,,,,,,,,3,13.63,0.13,2.17,1.62,15.48,0.13,,,,,,,
Devin Duvernay,,0,WR,3900,BAL,@ DEN,5,21.50,4.7,3.1,3.9,0,0,0,0,0,0,0,0,0,1.5,0.063,1.5,1.12,10.28,0.08,0,0,0,0,0,0,2.63,2.63,0,0,12.03,2.63,2.63,0,100,,15,0.7,6.10,1.6,63,40,109,109,134,45,274,274,,,,,,,,0.35,3.87,,2.55,1.9,18.35,0.13,,,,,,,
Chris Conley,,0,WR,3000,HOU,@ BUF,4,15.00,5.4,7,2.3,0,0,0,0,0,0,0,0,0,1.69,0.0633,1.69,0.99,11.56,0.06,0,0,0,0,0,0,2.51,2.51,0,0,13.31,2.51,2.51,0,100,,16,0.8,0.00,,93,49,110,110,187,54,275,275,,,,,,,,0.01,0.03,,3.97,2.33,30.19,0.17,,,,,,,
Tony Jones,,0,RB,4000,NO,vs NYG,4,24.75,1.9,1.3,3.7,0,0,0,0,0,0.175,5.05,13.94,0.14,5.05,0,0,0,0,0,0,0,0,0,0,0,2.23,2.23,0,0,6.03,2.23,2.23,0,100,,17,0.6,1.50,0.4,53,36,64,64,175,44,276,276,,,,,,,,4.92,13.58,,0.83,0.58,3.42,,,,,,,,
Royce Freeman,,0,RB,4700,CAR,@ DAL,21,23.75,4.5,3.4,3.5,0,0,0,0,0,0.1313,3.56,13.67,0.08,3.56,0,0,0,0,0,0,0,0,0,0,0,1.85,1.85,0,0,10.85,1.85,1.85,0,100,,26,0.4,1.20,0.3,55,29,65,65,178,37,277,277,,,,,,,,6.79,26.08,0.15,1.9,1.52,9.35,0.02,,,,,,,
Rex Burkhead,,0,RB,4000,HOU,@ BUF,12,15.00,7.5,10.8,1.6,0,0,0,0,0,0,0,0,0,1.13,0.0422,1.13,0.87,6.77,0.04,0,0,0,0,0,0,1.79,1.79,0,0,16.79,1.79,1.79,0,100,,5,0.4,-0.10,,64,36,66,66,188,44,278,278,0.01,,,,,,0.47,5.86,23.15,0.22,2.56,1.96,17.04,0.09,,,,,,,
Foster Moreau,,0,TE,2900,LV,@ LAC,1,24.25,4.6,4.1,6.6,0,0,0,0,0,0,0,0,0,0.8,0.0244,0.8,0.57,6.35,0.09,0,0,0,0,0,0,1.75,1.75,0,0,10.95,1.75,1.75,0,100,,23,0.6,0.00,,47,22,51,51,187,55,279,279,,,,,,,,,,,2.66,1.91,22.41,0.31,,,,,,,
Damiere Byrd,,0,WR,3000,CHI,vs DET,30,22.25,6,7.9,4.9,0,0,0,0,0,0,0,0,0,1.03,0.028,1.03,0.67,8.11,0.03,0,0,0,0,0,0,1.66,1.66,0,0,13.66,1.66,1.66,0,100,,6,0.6,0.00,,93,49,111,111,187,54,280,280,,,,,,,,0.06,0.57,,3.83,2.49,30.23,0.11,,,,,,,
Samaje Perine,,0,RB,4000,CIN,vs JAC,28,26.50,6.3,5.5,1.9,0,0,0,0,0,0.1065,3.4,13.23,0.05,3.4,0,0,0,0,0,0,0,0,0,0,0,1.62,1.62,0,0,14.22,1.62,1.62,0,100,,0,0.4,3.20,0.8,45,36,67,67,158,44,281,281,,,,,,,,6.24,24.29,0.1,1.71,1.45,10.96,0.06,,,,,,,
Kylin Hill,,0,RB,4000,GB,vs PIT,6,25.50,0.5,0,0.7,0,0,0,0,0,0.144,3.83,9.19,0.11,3.83,0,0,0,0,0,0,0,0,0,0,0,1.58,1.58,0,0.83,2.58,1.58,1.58,0,100,,50,0.4,0.00,,63,36,68,68,187,44,282,282,,,,,,,,2.5,6,,0.5,0.25,1.25,,,,,,,,
Larry Rountree III,,0,RB,4000,LAC,vs LV,32,27.25,2.2,0,1.3,0,0,0,0,0,0.1276,3.52,8.51,0.1,3.52,0,0,0,0,0,0,0,0,0,0,0,1.45,1.45,0,0,5.85,1.45,1.45,0,100,,0,0.4,3.10,0.8,46,36,69,69,159,44,283,283,,,,,,,,4.5,10.88,0.13,0.25,0.13,-0.13,,,,,,,,
Auden Tate,,0,WR,3000,CIN,vs JAC,19,26.50,4.6,3.6,2.4,0,0,0,0,0,0,0,0,0,0.92,0.0258,0.92,0.48,6.07,0.02,0,0,0,0,0,0,1.21,1.21,0,0,10.41,1.21,1.21,0,100,,15,0.4,2.80,0.9,78,49,112,112,162,54,284,284,,,,,,,,,,,4.21,2.18,28.54,0.07,,,,,,,
Devontae Booker,,0,RB,4300,NYG,@ NO,9,17.75,5.4,5.7,2.2,0,0,0,0,0,0.095,2.24,9,0.05,2.24,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,12,1.2,1.2,0,100,,22,0.3,2.20,0.5,49,33,70,70,168,41,285,285,,,,,,,,6.43,25.84,0.13,2.56,1.98,14.93,0.02,,,,,,,
Marlon Mack,,0,RB,4200,IND,@ MIA,14,20.00,8.7,8.6,1.6,0,0,0,0,0,0.066,1.73,7.72,0.06,1.73,0,0,0,0,0,0,0,0,0,0,0,1.13,1.13,0,0,18.53,1.13,1.13,0,100,,22,0.3,3.30,0.8,44,34,71,71,157,42,286,286,,,,,,,,12.5,55.79,0.44,1.83,1.23,9.46,0.04,,,,,,,
Trey Lance,,0,QB,4700,SF,vs SEA,8,27.00,7.4,0,5.3,0,0,0,0,0,0.0644,1.62,7.05,0.03,1.62,0,0,0,0,0,0,0,0,0,0,0,0.89,0.89,0,0,15.69,0.89,0.89,0,100,,26,0.2,20.38,4.3,15,27,34,34,42,37,287,287,12.75,7,99.63,0.38,0.75,0.63,71.03,6.75,29.38,0.13,,,,,,,,,,,
Matt Breida,!,0,RB,4000,BUF,vs HOU,29,32.00,7.2,4.3,0.4,0,0,0,0,0,0.0526,1.54,7.43,0.02,1.54,0,0,0,0,0,0,0,0,0,0,0,0.86,0.86,0,0,15.26,0.86,0.86,0,100,,5,0.2,0.00,,63,36,72,72,187,44,288,288,,,,,,,,7.63,36.83,0.11,1.73,1.32,11.57,0.1,,,,,,,
Christian McCaffrey,!,0,RB,8700,CAR,@ DAL,21,23.75,11.2,30.1,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,0.00,,63,2,73,73,187,2,289,289,0.05,0.02,0.82,,,0.02,10.35,13.31,61.28,0.51,7.49,6.08,51.9,0.3,,,,,,,
Julio Jones,!,0,WR,6500,TEN,@ NYJ,10,24.75,11.1,17.2,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,0.00,,93,14,113,113,187,19,289,289,,,,,,,,0.08,0.53,,9.61,6.3,93.85,0.38,,,,,,,
A.J. Brown,!,0,WR,6300,TEN,@ NYJ,10,24.75,10.4,18.7,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,34,0,0.00,,93,16,113,113,187,21,289,289,0.04,,,,,,1.58,0.12,1.58,0.02,6.9,4.32,70.12,0.52,,,,,,,
Chase Claypool,!,0,WR,6100,PIT,@ GB,13,19.50,8.7,14.4,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,0.00,,93,18,113,113,187,23,289,289,,,,,,,,0.86,4.23,0.06,6.86,3.91,53.17,0.37,,,,,,,
Michael Thomas,,0,WR,5900,NO,vs NYG,14,24.75,9.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,49,0,,,93,20,113,113,187,25,289,289,,,,,,,,0.03,-0.1,,9.34,7.11,84.13,0.5,,,,,,,
Rob Gronkowski,!,0,TE,5700,TB,@ NE,10,28.00,9.6,8.3,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,0.00,,47,5,52,52,187,27,289,289,,,,,,,,,,,6.61,4.09,63.34,0.5,,,,,,,
Jarvis Landry,!,0,WR,5600,CLE,@ MIN,28,26.25,7.4,13.3,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,50,0,0.00,,93,23,113,113,187,28,289,289,0.08,0.05,1.28,,0.01,0.01,8.94,0.32,2.11,0.04,8.74,5.64,63.43,0.3,,,,,,,
Sterling Shepard,!,0,WR,5500,NYG,@ NO,17,17.75,7.8,13.8,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,93,24,113,113,187,29,289,289,,,,,,,,0.31,2.4,0.01,7.28,4.81,54.03,0.29,,,,,,,
Eli Mitchell,!,0,RB,5400,SF,vs SEA,5,27.00,7.3,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,50,0,0.00,,63,22,73,73,187,30,289,289,,,,,,,,17.87,78.2,0.4,1.93,1.73,12.93,0.07,,,,,,,
Andy Dalton,!,0,QB,5300,CHI,vs DET,32,22.25,7.6,13.5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,54,0,0.00,,36,21,35,35,187,31,289,289,33.03,20.69,233.18,0.78,2.26,1.44,89.27,2.66,8.93,0.13,,,,,,,,,,,
Tyrod Taylor,!,0,QB,5300,HOU,@ BUF,11,15.00,8.2,4.5,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,48,0,0.00,,36,21,35,35,187,31,289,289,25.75,15.75,177.85,0.4,2.57,0.98,87.59,5.68,31.53,0.3,,,,,,,,,,,
Nick Foles,,0,QB,5100,CHI,vs DET,32,22.25,9,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,27,0,0.00,,36,23,35,35,187,33,289,289,30.2,19.25,197.45,0.7,1.48,1.02,81.52,1.66,1.48,0.07,,,,,,,,,,,
Tee Higgins,!,0,WR,5000,CIN,vs JAC,19,26.50,9.4,13.4,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,0.00,,93,29,113,113,187,34,289,289,,,,,,,,0.14,0.8,,7.4,4.77,68.74,0.43,,,,,,,
Jerry Jeudy,!,0,WR,5000,DEN,vs BAL,18,22.50,7.3,10.2,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,0.00,,93,29,113,113,187,34,289,289,,,,,,,,0.11,0.14,,6.39,3.39,51.29,0.14,,,,,,,
Marcus Mariota,!,0,QB,4900,LV,@ LAC,5,24.25,9.8,26.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,35,0,,,36,25,35,35,187,35,289,289,24.89,15.57,185.18,0.62,2.2,1.08,82.37,3.78,22.63,0.18,,,,,,,,,,,
Kyle Allen,,0,QB,4800,WAS,@ ATL,17,24.75,7.7,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,0.00,,36,26,35,35,187,36,289,289,29.81,18.81,205.62,0.81,2.62,1.14,90.53,2.19,7.71,0.19,,,,,,,,,,,
JaMycal Hasty,!,0,RB,4700,SF,vs SEA,5,27.00,2.7,5.2,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,45,0,0.00,,63,29,73,73,187,37,289,289,,,,,,,,3.24,12.71,0.12,2.35,1.82,11.53,,,,,,,,
James White,!,0,RB,4700,NE,vs TB,3,21.00,7.4,8.3,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,36,0,0.00,,63,29,73,73,187,37,289,289,0.01,0.01,0.35,,,,2.29,3.37,13.44,0.14,5.74,4.17,36.15,0.27,,,,,,,
Case Keenum,,0,QB,4700,CLE,@ MIN,20,26.25,8.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,0.00,,36,27,35,35,187,37,289,289,29.45,18.73,203.11,0.64,1.64,1.06,83.18,1.92,5.45,0.08,,,,,,,,,,,
Ryan Fitzpatrick,!,0,QB,4700,WAS,@ ATL,17,24.75,9.5,19,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,0.00,,36,27,35,35,187,37,289,289,31.16,19.14,227.77,0.99,1.64,1.45,85.97,3.33,14.84,0.14,,,,,,,,,,,
Giovani Bernard,!,0,RB,4700,TB,@ NE,27,28.00,6.9,9.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,63,29,73,73,187,37,289,289,,,,,,,,6.16,24.77,0.13,3.72,2.76,21.9,0.09,,,,,,,
David Blough,,0,QB,4600,DET,@ CHI,23,19.25,5.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,36,28,35,35,187,38,289,289,26.29,14.29,147.57,1,2.29,0.57,50.5,1.43,7.86,,,,,,,,,,,,
Mason Rudolph,,0,QB,4600,PIT,@ GB,18,19.50,6.9,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,36,28,35,35,187,38,289,289,24,14.75,147.88,0.69,1,1,77.11,2.06,5.63,,,,,,,,,,,,
Joe Flacco,,0,QB,4500,PHI,vs KC,27,23.50,7.1,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,54,0,0.00,,36,29,35,35,187,39,289,289,37.57,23.85,240.5,0.81,1.93,1.24,85.15,1.5,3.32,0.09,,,,,,,,,,,
Mitchell Trubisky,,0,QB,4500,BUF,vs HOU,30,32.00,9.9,16.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,7.32,1.6,32,29,35,35,125,39,289,289,28.02,17.87,186.29,0.65,1.92,1.1,82.89,3.48,17.98,0.15,,,,,,,,,,,
Trenton Cannon,,0,RB,4500,SF,vs SEA,5,27.00,3,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,-1.00,,65,31,73,73,192,39,289,289,,,,,,,,2.83,8.33,0.06,1.56,1.11,8.89,,,,,,,,
